0,0,0,0,0,1.97253136022355e-05,0,1.67043667816352e-05,0,0,0,0,0,0,0.000193119265510163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34438881268625e-06,0.730055576270158,0.00128200142331724,0,0,0.000405607183282275,0,0,0.000241573485833241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99027256230248,0.000235831308952067,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134793284795176,0.00388260067522271,0,0,0,0,0,0.320258781248651,0.000530518318430429,0,0,0.000204653828584943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205164245395855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341404380616721,1.99273720551683,0,0
0,0,0,0,0,0,0,4.44119458425148e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01600052394826e-05,0,0.403038533508864,0.00459646821372909,0,1.16422204124703e-05,7.71732889460829e-05,0,0,0.0201398303821485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58173453889977,0.0534253496785457,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4746603110351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46871168025419e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228721856635204,0.00916883351200152,0,0,0,0,0,0,0.00340480631401948,0.000287821994267782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172462470368113,0.0136897931572339,0.00153928258871678,0.0150845233964082,0.0183730744989027
1.97253136022355e-05,0,0,0,0,0,0,5.27324226315055e-05,0,0,0,0,8.19586345102174e-06,0,0.000168489942227361,0,0,0,0,0,0,0,4.85795950298261e-06,0,0,0,0,0,6.07641365353191e-05,0,0,0,0,1.27316346185968e-05,1.57221590321172e-05,0.994627905367246,0.00102104952682315,6.56406525013024e-05,3.69826970600697e-05,0.000862618598001542,0,3.07860079676813e-05,0.000621722037417338,1.84786696383218e-05,0,0,0,0,0,0,0,0,0,3.15464339971151e-05,0,0,0,0,0,0,0,0,0,2.40797632912657e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23755514055631e-06,1.2507425969493,0.000172593833064761,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870951112743797,1.65640057876289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108048760763726,0,0,0
1.67043667816352e-05,0,4.44119458425148e-06,0,0,5.27324226315055e-05,0,0,0,0,0,0,0,3.67661963100946e-06,8.87899263988081e-05,0,0,0,0,0,0,0,0,0,0,0,8.20765848698481e-06,0,5.06846010590056e-05,0,0,0,0,1.11498131324483e-05,7.01829699852109e-06,1.28508762442969,0.00109875940247125,4.84491695705659e-05,4.30298763183516e-05,0.000715775860204179,0,0,0.00037542924954205,0,0,0,9.10458496764416e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67772868562724e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4819609860506,0.000152906491065566,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439523194355702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140283515120161,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145758220047891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171316631645466,0,0,0
